Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
N/A,01GFQH762FRWS63H2B3TNCQCY8,20221024_EDM_MAA SPORTS_PSA DF_2XU | Brand take over_EB,2022-10-24,04:00 PM,735,0.2079343365253078,0.03146374829001368,0.0027359781121751026,0.0,226,152,26,23,2,4,0.005442176870748299,EB,It’s 2XU - Half The Price 👌🏻,Shop Now! 🛒,20221024_EDM_MAA SPORTS_PSA DF_2XU | Brand take over_EB List,,Monday,Email
N/A,01GFSRFW3BKDA5YN6CTSXDB366,20221024_EDM_MAA SPORTS_PSA DF_2XU | Brand take over_NB,2022-10-24,04:00 PM,285601,0.08647980713418348,0.0032975211614681447,0.0010754334673470623,7.478179739830566e-05,31605,24285,1245,926,310,4784,0.01675064162940606,NB,It’s 2XU - Half The Price 👌🏻,Shop Now! 🛒,20221024_EDM_MAA SPORTS_PSA DF_2XU | Brand take over_NB List,20221024_EDM_MAA SPORTS_PSA DF_2XU | Brand take over_EB List,Monday,Email
N/A,01GFQKERK0VNS9XJQN3ZZDZ9V4,20221021_EDM_MAA SPORTS_PSA DF_Weekend Special_EB,2022-10-21,05:00 PM,75,0.4189189189189189,0.05405405405405406,0.0,0.0,45,31,4,4,0,1,0.013333333333333334,EB,Enjoy Cash Rebate Rp200.000 Only for You!,Shop Now and Enjoy Free Same Day Delivery,20221021_EDM_MAA SPORTS_PSA DF_Weekend Special_EB_List,,Friday,Email
N/A,01GFTEZ5K94QTC1KQZCF44ZSKC,20221021_EDM_MAA SPORTS_PSA DF_Weekend Special_NB,2022-10-21,05:00 PM,382090,0.09562297663837606,0.002485453670487357,0.0017225916528130194,0.002909265902528655,44474,34972,1356,909,655,16362,0.042822371692533175,NB,Enjoy Cash Rebate Rp200.000 Only for You!,Shop Now and Enjoy Free Same Day Delivery,20221021_EDM_MAA SPORTS_PSA DF_Weekend Special_NB_List,20221021_EDM_MAA SPORTS_PSA DF_Weekend Special_EB_List,Friday,Email
N/A,01GF8NCRNP9PA9VFSPZEPP07YE,20221019_EDM_MAA SPORTS_PSA DF_Adidas | Brand take over_EB,2022-10-19,03:00 PM,672,0.2835820895522388,0.005970149253731343,0.0029850746268656717,0.0,260,190,5,4,2,2,0.002976190476190476,EB,Find Your Edge with adidas Predator Edge.3 ⚽,Shop Now ⬇️,20221019_EDM_MAA SPORTS_PSA DF_Adidas | Brand take over_EB_List,,Wednesday,Email
N/A,01GFQA68X9MTTKG5H140FHQBGS,20221019_EDM_MAA SPORTS_PSA DF_Adidas | Brand take over_NB,2022-10-19,03:00 PM,342697,0.48262281043892397,0.0013871252489054027,0.002639350367896115,0.00011143923775561376,210301,164571,582,473,937,1704,0.004972322488962553,NB,Find Your Edge with adidas Predator Edge.3 ⚽,Shop Now ⬇️,20221019_EDM_MAA SPORTS_PSA DF_Adidas | Brand take over_NB_List,20221019_EDM_MAA SPORTS_PSA DF_Adidas | Brand take over_EB_List,Wednesday,Email
N/A,01GF5RXTAXM63R68TGK6MRAKM0,20221014_EDM_MAA SPORTS_PSA DF_BOGO 30%_EB,2022-10-14,04:00 PM,117179,0.21835232811947303,0.015046286310812793,0.0037270617467150954,0.00023294135916969346,33448,25309,2485,1744,442,1270,0.010838119458264706,EB,It's BUY 1 GET 1!,N/A,20221014_EDM_MAA SPORTS_PSA DF_BOGO 30% _EB_List,,Friday,Email
N/A,01GFARXW95G66JSHRESMEZC1PJ,20221014_EDM_MAA SPORTS_PSA DF_BOGO 30%_NB,2022-10-14,04:00 PM,119875,0.15499948828164978,0.00892948521133968,0.0026268208644628665,0.00011940094838467574,23427,18174,1435,1047,320,2623,0.021881126173096975,NB,It's BUY 1 GET 1!,N/A,20221014_EDM_MAA SPORTS_PSA DF_BOGO 30% _NB_List,20221014_EDM_MAA SPORTS_PSA DF_BOGO 30% _EB_List,Friday,Email
N/A,01GF2P45008AFBJK1H1Z7SAQ2G,20221013_EDM_MAA SPORTS_PSA DF_HOKA Ultra Thor | Brand take over_EB,2022-10-14,02:00 PM,566,0.45309734513274336,0.04247787610619469,0.0,0.0,367,256,36,24,0,1,0.0017667844522968198,EB,Special Drop: HOKA Tor Ultra,N/A,20221013_EDM_MAA SPORTS_PSA DF_HOKA Ultra Thor | Brand take over_EB_List,,Friday,Email
N/A,01GFA4PGFCASGM7BD5FBGD0BNF,20221013_EDM_MAA SPORTS_PSA DF_HOKA Ultra Thor | Brand take over_NB,2022-10-14,02:00 PM,261806,0.7605563150256369,0.005751549893355083,0.0015240458439116666,0.00017231674114579146,246056,198617,2140,1502,412,659,0.002517131005400946,NB,Special Drop: HOKA Tor Ultra,N/A,20221013_EDM_MAA SPORTS_PSA DF_HOKA Ultra Thor | Brand take over_NB_List,20221013_EDM_MAA SPORTS_PSA DF_HOKA Ultra Thor | Brand take over_EB_List,Friday,Email
N/A,01GF2FNYWX4P1PNMEBGMAP3RA3,20221012_EDM_MAA SPORTS_PSA DF_Nike PHANTOM GT2 | Brand take over_EB,2022-10-12,04:00 PM,1001,0.33869346733668343,0.006030150753768844,0.007035175879396985,0.0,515,337,6,6,8,6,0.005994005994005994,EB,Nike Phantom GT2 ⚽ Take Your Game to the Next Level!,N/A,20221012_EDM_MAA SPORTS_PSA DF_Nike PHANTOM GT2 | Brand take over_EB_List,,Wednesday,Email
N/A,01GF58HB86596Y4XNZHHKPGP67,20221012_EDM_MAA SPORTS_PSA DF_Nike PHANTOM GT2 | Brand take over_NB,2022-10-12,04:00 PM,258041,0.7742624721266131,0.00218713822868997,0.0034263870651945892,0.00015539170363694282,260880,199306,736,563,899,627,0.002429846419755,NB,Nike Phantom GT2 ⚽ Take Your Game to the Next Level!,N/A,20221012_EDM_MAA SPORTS_PSA DF_Nike PHANTOM GT2 | Brand take over_NB_List,20221012_EDM_MAA SPORTS_PSA DF_Nike PHANTOM GT2 | Brand take over_EB_List,Wednesday,Email
N/A,01GEEHKZZTNSM2E5VHK68X79Q8,20221007_EDM_MAA SPORTS_PSA DF_Buy 2 or More Get 20% OFF_EB,2022-10-07,04:00 PM,273,0.7326007326007326,0.09523809523809523,0.0,0.0,293,200,39,26,0,0,0.0,EB,It's Weekend Special! Buy More Save More,N/A,20221007_EDM_MAA SPORTS_PSA DF_Buy 2 or More Get 20% OFF_EB_List,,Friday,Email
